,L,M,S,XL,XS,XXL,XXXL,UNQ,X4XL,XXS
unicos_pie,L,M,S,XL,XS,XXL,XXXL,UNQ,X4XL,XXS
conteo_pie,19.34405682055567,19.018174221850845,18.759139335700855,15.241278462502612,11.439314810946314,8.234802590348862,3.7142260288280764,2.3605598495926468,1.8383120952579903,0.05013578441612701
