,origin_brand,envios
0,MAINSTREAM,0.43772784298952777
1,NO_MAINSTREAM,0.1519809949581527
2,OWN_PRODUCTION,0.11880566951052725
3,PREMIUM,0.0160308107191073
4,WHOLE_SALE,0.27545468182268495
